"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_10_INFO_SCHED_O_X","F9_10_ASSET_CASH_SAVING_BOY","F9_10_ASSET_CASH_SAVING_EOY","F9_10_ASSET_CASH_BOY","F9_10_ASSET_CASH_EOY","F9_10_ASSET_SAVING_BOY","F9_10_ASSET_SAVING_EOY","F9_10_ASSET_PLEDGE_NET_BOY","F9_10_ASSET_PLEDGE_NET_EOY","F9_10_ASSET_ACC_NET_BOY","F9_10_ASSET_ACC_NET_EOY","F9_10_ASSET_LOAN_OFF_BOY","F9_10_ASSET_LOAN_OFF_EOY","F9_10_ASSET_LOAN_DSQ_PERS_BOY","F9_10_ASSET_LOAN_DSQ_PERS_EOY","F9_10_ASSET_NOTE_LOAN_NET_BOY","F9_10_ASSET_NOTE_LOAN_NET_EOY","F9_10_ASSET_INV_SALE_BOY","F9_10_ASSET_INV_SALE_EOY","F9_10_ASSET_EXP_PREPAID_BOY","F9_10_ASSET_EXP_PREPAID_EOY","F9_10_ASSET_LAND_BLDG","F9_10_ASSET_LAND_BLDG_BOY","F9_10_ASSET_LAND_BLDG_EOY","F9_10_ASSET_LAND_BLDG_DEPREC","F9_10_ASSET_LAND_BLDG_NET_BOY","F9_10_ASSET_LAND_BLDG_NET_EOY","F9_10_ASSET_INVEST_SEC_BOY","F9_10_ASSET_INVEST_SEC_EOY","F9_10_ASSET_INVEST_SEC_OTH_BOY","F9_10_ASSET_INVEST_SEC_OTH_EOY","F9_10_ASSET_INVEST_PROG_RLTD_BOY","F9_10_ASSET_INVEST_PROG_RLTD_EOY","F9_10_ASSET_INTANGIBLE_BOY","F9_10_ASSET_INTANGIBLE_EOY","F9_10_ASSET_OTH_BOY","F9_10_ASSET_OTH_BOY_V2","F9_10_ASSET_OTH_EOY","F9_10_ASSET_OTH_EOY_V2","F9_10_ASSET_TOT_BOY","F9_10_ASSET_TOT_EOY","F9_10_LIAB_ACC_PAYABLE_BOY","F9_10_LIAB_ACC_PAYABLE_EOY","F9_10_LIAB_GRANT_PAYABLE_BOY","F9_10_LIAB_GRANT_PAYABLE_EOY","F9_10_LIAB_REV_DEFERRED_BOY","F9_10_LIAB_REV_DEFERRED_EOY","F9_10_LIAB_TAX_EXEMPT_BOND_BOY","F9_10_LIAB_TAX_EXEMPT_BOND_EOY","F9_10_LIAB_ESCROW_ACC_BOY","F9_10_LIAB_ESCROW_ACC_EOY","F9_10_LIAB_LOAN_OFF_BOY","F9_10_LIAB_LOAN_OFF_EOY","F9_10_LIAB_MTG_NOTE_BOY","F9_10_LIAB_MTG_NOTE_EOY","F9_10_LIAB_NOTE_UNSEC_BOY","F9_10_LIAB_NOTE_UNSEC_EOY","F9_10_LIAB_OTH_BOY","F9_10_LIAB_OTH_EOY","F9_10_LIAB_TOT_BOY","F9_10_NAFB_FOLLOW_SFAS117_X","F9_10_LIAB_TOT_EOY","F9_10_NAFB_UNRESTRICT_BOY","F9_10_NAFB_UNRESTRICT_EOY","F9_10_NAFB_RESTRICT_TEMP_BOY","F9_10_NAFB_RESTRICT_TEMP_EOY","F9_10_NAFB_RESTRICT_PERM_BOY","F9_10_NAFB_NO_FOLLOW_SFAS117_X","F9_10_NAFB_RESTRICT_PERM_EOY","F9_10_NAFB_CAP_STCK_BOY","F9_10_NAFB_CAP_STCK_EOY","F9_10_NAFB_CAP_SURPLUS_BOY","F9_10_NAFB_CAP_SURPLUS_EOY","F9_10_NAFB_EARNING_RETAINED_BOY","F9_10_NAFB_EARNING_RETAINED_EOY","F9_10_NAFB_TOT_BOY","F9_10_NAFB_TOT_EOY","F9_10_NAFB_TOT_LIAB_NAFB_BOY","F9_10_NAFB_TOT_LIAB_NAFB_EOY","EIN2"
201631329349303468,"https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2014,,,,21527,44072,177264,302551,,3015,39925,32546,22699,19394,,,18000,18000,,,5591,26993,1006751,,,352112,573990,654639,,,510751,386784,,,,,,,,,1369747,1487994,42624,37782,,,10125,17300,,,,,,,131095,124241,,,,,183844,"X",179323,1052905,1082905,132998,225766,,,,,,,,,,1185903,1308671,1369747,1487994,"EIN-04-2596491"
201632239349301008,"https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0",42104310,"HOLYOKE VISITING NURSE ASSOCIATION INC",,"990",2014,,,,,,95678,400565,,,1025869,742564,,,,,,,,,82707,96247,424943,,,350787,48234,74156,396706,299421,,,,,,,592864,,523712,,2242058,2136665,857142,603694,,,190056,212138,,,,,,,,,,,1181295,1172867,2228493,"X",1988699,-649552,-443959,2305,265,660812,,591660,,,,,,,13565,147966,2242058,2136665,"EIN-04-2104310"
201503559349300490,"https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0",42592472,"CAPE COD ACADEMY",,"990",2014,,,,,,511619,314610,,3050,52633,23003,,,,,117650,129344,,,95051,145771,23236367,,,8711304,15086976,14525063,2215365,815405,,,,,,,,,,,18079294,15956246,522158,585116,,,932254,1048081,,,,,,,685000,183000,,,,,2139412,"X",1816197,15748394,13923252,14572,39786,176916,,177011,,,,,,,15939882,14140049,18079294,15956246,"EIN-04-2592472"
201610639349300106,"https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0",42259692,"SOUTH SHORE ART CENTER INC",,"990",2014,,,,56927,110308,57207,330556,,,11392,23888,,,,,,,150,150,3368,3400,1529302,,,888342,657627,640960,,,150925,137810,,,,,,,,,937596,1247072,34832,33157,,,35494,40861,,,,,,,,,,,7914,9483,78240,"X",83501,733568,1033793,32578,36568,93210,,93210,,,,,,,859356,1163571,937596,1247072,"EIN-04-2259692"
201542169349300224,"https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC",,"990",2014,,,,123,110,476166,173950,35463,16822,,,,,,,,,,,20476,7046,10982,,,10982,0,0,2449733,2493667,,,,,14538,7351,10726,,11262,,3007225,2710208,4786,5019,553990,457098,72018,21600,,,,,,,,,,,0,26450,630794,"X",510167,2286612,2118125,89819,81916,,,,,,,,,,2376431,2200041,3007225,2710208,"EIN-04-3543134"
201502239349301300,"https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2014,,,,266463,168649,,,,,,,,,,,,,6613,13950,,,1764421,,,562999,1226473,1201422,,,,,,,,,,,,,1499549,1384021,747,1040,,,,,,,,,,,,,408768,361705,71605,0,481120,"X",362745,910305,931005,108124,90271,,,,,,,,,,1018429,1021276,1499549,1384021,"EIN-02-0240383"
201541319349201279,"https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2014,"X",59273,43003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9635,,3771,68908,46774,,,,,,,,,,,,,,,,,,,31380,,13087,,,,,,,,,,,,,,37528,33687,,,"EIN-04-3266589"
201501529349300625,"https://s3.amazonaws.com/irs-form-990/201501529349300625_public.xml","2014v5.0",50258941,"BETHANY HOME OF RI INC",,"990",2014,,,,30408,454052,75798,299499,,,515487,673525,,,,,,,,,21315,34721,4507699,,,2897640,2011328,1610059,61867,32255,,,,,,,4661324,,4737265,,7377527,7841376,464209,234542,,,,,,,,,,,,,,,,,464209,"X",234542,2191863,2836381,84191,58661,4637264,,4711792,,,,,,,6913318,7606834,7377527,7841376,"EIN-05-0258941"
201601329349301715,"https://s3.amazonaws.com/irs-form-990/201601329349301715_public.xml","2014v6.0",30179298,"President and Fellows of Middlebury College",,"990",2014,,,,11931564,2084612,13094071,310313,39712428,39694991,6104736,6207878,42532,39704,,,18538641,17506543,1069762,1021387,4596368,4380286,758306932,,,360083134,379945610,398223798,86414223,129410089,1045853467,1018938577,,,,,29917175,,29699949,,1637220577,1647518127,45575850,47313691,,,16961053,17460729,286817007,285550702,3729855,3828292,,,,,,,40265800,39435133,393349565,"X",393588547,341739399,326737310,572344881,580204195,329786732,,346988075,,,,,,,1243871012,1253929580,1637220577,1647518127,"EIN-03-0179298"
201610749349300431,"https://s3.amazonaws.com/irs-form-990/201610749349300431_public.xml","2014v6.0",60840436,"BENHAVEN INC",,"990",2014,,,,1316695,2612737,,,,,2307044,1721863,,,,,,,,,,,9411095,,,4451336,4695217,4959759,1084229,1519224,,,,,,,35274,,11395,,9438459,10824978,992325,1445801,,,,,,,,,,,2094955,2007120,,,28827,28827,3116107,"X",3481748,6322352,7343230,,,,,,,,,,,,6322352,7343230,9438459,10824978,"EIN-06-0840436"
