"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_09_INFO_SCHED_O_X","F9_09_EXP_GRANT_US_ORG_TOT","F9_09_EXP_GRANT_US_ORG_PROG","F9_09_EXP_GRANT_US_INDIV_TOT","F9_09_EXP_GRANT_US_INDIV_PROG","F9_09_EXP_GRANT_FRGN_TOT","F9_09_EXP_GRANT_FRGN_PROG","F9_09_EXP_BEN_PAID_MEMB_TOT","F9_09_EXP_BEN_PAID_MEMB_PROG","F9_09_EXP_COMP_DTK_TOT","F9_09_EXP_COMP_DTK_PROG","F9_09_EXP_COMP_DTK_MGMT","F9_09_EXP_COMP_DTK_FUNDR","F9_09_EXP_COMP_DSQ_PERS_TOT","F9_09_EXP_COMP_DSQ_PERS_PROG","F9_09_EXP_COMP_DSQ_PERS_MGMT","F9_09_EXP_COMP_DSQ_PERS_FUNDR","F9_09_EXP_OTH_SAL_WAGE_TOT","F9_09_EXP_OTH_SAL_WAGE_PROG","F9_09_EXP_OTH_SAL_WAGE_MGMT","F9_09_EXP_OTH_SAL_WAGE_FUNDR","F9_09_EXP_PENSION_CONTR_TOT","F9_09_EXP_PENSION_CONTR_PROG","F9_09_EXP_PENSION_CONTR_MGMT","F9_09_EXP_PENSION_CONTR_FUNDR","F9_09_EXP_OTH_EMPL_BEN_TOT","F9_09_EXP_OTH_EMPL_BEN_PROG","F9_09_EXP_OTH_EMPL_BEN_MGMT","F9_09_EXP_OTH_EMPL_BEN_FUNDR","F9_09_EXP_PAYROLL_TAX_TOT","F9_09_EXP_PAYROLL_TAX_PROG","F9_09_EXP_PAYROLL_TAX_MGMT","F9_09_EXP_PAYROLL_TAX_FUNDR","F9_09_EXP_FEE_SVC_MGMT_TOT","F9_09_EXP_FEE_SVC_MGMT_PROG","F9_09_EXP_FEE_SVC_MGMT_MGMT","F9_09_EXP_FEE_SVC_MGMT_FUNDR","F9_09_EXP_FEE_SVC_LEGAL_TOT","F9_09_EXP_FEE_SVC_LEGAL_PROG","F9_09_EXP_FEE_SVC_LEGAL_MGMT","F9_09_EXP_FEE_SVC_LEGAL_FUNDR","F9_09_EXP_FEE_SVC_ACC_TOT","F9_09_EXP_FEE_SVC_ACC_PROG","F9_09_EXP_FEE_SVC_ACC_MGMT","F9_09_EXP_FEE_SVC_ACC_FUNDR","F9_09_EXP_FEE_SVC_LOB_TOT","F9_09_EXP_FEE_SVC_LOB_PROG","F9_09_EXP_FEE_SVC_LOB_MGMT","F9_09_EXP_FEE_SVC_LOB_FUNDR","F9_09_EXP_FEE_SVC_FUNDR_TOT","F9_09_EXP_FEE_SVC_FUNDR_PROG","F9_09_EXP_FEE_SVC_FUNDR_MGMT","F9_09_EXP_FEE_SVC_FUNDR_FUNDR","F9_09_EXP_FEE_SVC_INVEST_TOT","F9_09_EXP_FEE_SVC_INVEST_PROG","F9_09_EXP_FEE_SVC_INVEST_MGMT","F9_09_EXP_FEE_SVC_INVEST_FUNDR","F9_09_EXP_FEE_SVC_OTH_TOT","F9_09_EXP_FEE_SVC_OTH_PROG","F9_09_EXP_FEE_SVC_OTH_MGMT","F9_09_EXP_FEE_SVC_OTH_FUNDR","F9_09_EXP_AD_PROMO_TOT","F9_09_EXP_AD_PROMO_PROG","F9_09_EXP_AD_PROMO_MGMT","F9_09_EXP_AD_PROMO_FUNDR","F9_09_EXP_OFFICE_TOT","F9_09_EXP_OFFICE_TOT_V2","F9_09_EXP_OFFICE_PROG","F9_09_EXP_OFFICE_MGMT","F9_09_EXP_OFFICE_FUNDR","F9_09_EXP_INFO_TECH_TOT","F9_09_EXP_INFO_TECH_PROG","F9_09_EXP_INFO_TECH_MGMT","F9_09_EXP_INFO_TECH_FUNDR","F9_09_EXP_ROY_TOT","F9_09_EXP_ROY_PROG","F9_09_EXP_ROY_MGMT","F9_09_EXP_ROY_FUNDR","F9_09_EXP_OCCUPANCY_TOT","F9_09_EXP_OCCUPANCY_PROG","F9_09_EXP_OCCUPANCY_MGMT","F9_09_EXP_OCCUPANCY_FUNDR","F9_09_EXP_TRAVEL_TOT","F9_09_EXP_TRAVEL_PROG","F9_09_EXP_TRAVEL_MGMT","F9_09_EXP_TRAVEL_FUNDR","F9_09_EXP_TRAVEL_ENTMT_TOT","F9_09_EXP_TRAVEL_ENTMT_PROG","F9_09_EXP_TRAVEL_ENTMT_MGMT","F9_09_EXP_TRAVEL_ENTMT_FUNDR","F9_09_EXP_CONF_MEETING_TOT","F9_09_EXP_CONF_MEETING_PROG","F9_09_EXP_CONF_MEETING_MGMT","F9_09_EXP_CONF_MEETING_FUNDR","F9_09_EXP_INT_TOT","F9_09_EXP_INT_PROG","F9_09_EXP_INT_MGMT","F9_09_EXP_INT_FUNDR","F9_09_EXP_PAY_AFFIL_TOT","F9_09_EXP_PAY_AFFIL_PROG","F9_09_EXP_PAY_AFFIL_MGMT","F9_09_EXP_PAY_AFFIL_FUNDR","F9_09_EXP_DEPREC_TOT","F9_09_EXP_DEPREC_PROG","F9_09_EXP_DEPREC_MGMT","F9_09_EXP_DEPREC_FUNDR","F9_09_EXP_INSURANCE_TOT","F9_09_EXP_INSURANCE_PROG","F9_09_EXP_INSURANCE_MGMT","F9_09_EXP_INSURANCE_FUNDR","F9_09_EXP_OTH_OTH_TOT","F9_09_EXP_OTH_OTH_PROG","F9_09_EXP_OTH_OTH_MGMT","F9_09_EXP_OTH_OTH_FUNDR","F9_09_EXP_TOT_TOT","F9_09_EXP_TOT_PROG","F9_09_EXP_TOT_MGMT","F9_09_EXP_TOT_FUNDR","F9_09_EXP_JOINT_COST_X","F9_09_EXP_JOINT_COST_TOT","F9_09_EXP_JOINT_COST_PROG","F9_09_EXP_JOINT_COST_MGMT","F9_09_EXP_JOINT_COST_FUNDR","EIN2"
201631329349303468,"https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2014,,,,32500,32500,,,,,184504,87764,71433,25307,,,,,314778,179152,74307,61319,,,,,50204,26839,14655,8710,45855,24514,13385,7956,,,,,775,,775,,6300,,6300,,,,,,,,,,,,,,8534,,,8534,,,,,7416,,1681,5735,,2599,,2599,,,,,,18701,9999,5458,3244,4289,,4289,,,,,,,,,,6814,3643,1989,1182,,,,,30899,16519,9019,5361,15522,8297,4531,2694,77873,54665,13505,9703,891313,506698,241202,143413,,,,,,"EIN-04-2596491"
201632239349301008,"https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0",42104310,"HOLYOKE VISITING NURSE ASSOCIATION INC",,"990",2014,,,,,,,,,,,,,,,,,,3545150,2844983,700167,,,,,,217740,174736,43004,,283612,227599,56013,,,,,,32001,,32001,,35000,,35000,,,,,,,,,,,,,,497390,452924,44466,,22535,18084,4451,,14969,,12013,2956,,74632,59892,14740,,,,,,67756,54374,13382,,101509,81461,20048,,,,,,3784,3037,747,,,,,,,,,,30399,24395,6004,,42598,34185,8413,,27245,21864,5381,,5795894,4717596,1078298,0,,,,,,"EIN-04-2104310"
201503559349300490,"https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0",42592472,"CAPE COD ACADEMY",,"990",2014,,,,1553969,1553969,,,,,,,,,,,,,4227486,2596556,1405262,225668,100836,51604,42639,6593,422686,214111,171528,37047,308224,196494,96308,15422,,,,,70383,,70383,,28945,,28945,,,,,,,,,,17987,,17987,,23518,19706,3812,,139829,,139829,,50367,,7313,31173,11881,43269,4342,38927,,,,,,180212,180212,,,,,,,,,,,,,,,17321,,17321,,,,,,613115,520516,66476,26123,128001,,128001,,248851,38080,189387,21384,8900698,6108602,2447978,344118,,,,,,"EIN-04-2592472"
201610639349300106,"https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0",42259692,"SOUTH SHORE ART CENTER INC",,"990",2014,,,,,,,,,,43223,,43223,,296360,192904,51609,51847,,,,,,,,,,,,,25805,14658,7207,3940,,,,,,,,,10191,,10191,,,,,,,,,,1035,,1035,,23756,18337,5419,,13575,11962,1613,,,,,,,,,,,,,,,20088,18079,2009,,,,,,,,,,18204,12642,5562,,25,,25,,,,,,37693,33924,3769,,10965,1000,9965,,61181,32424,28757,,658353,420641,181925,55787,,,,,,"EIN-04-2259692"
201542169349300224,"https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC",,"990",2014,,445204,445204,64483,64483,20000,20000,,,59587,47670,2979,8938,,,,,215122,99062,28024,88036,1500,960,375,165,,,,,22465,11961,2545,7959,,,,,435,,435,,35855,,35855,,,,,,,,,,22116,,22116,,29020,16530,12490,,22740,22740,,,29579,,6039,12433,11107,21350,9054,5903,6393,,,,,24000,12720,2640,8640,5776,4231,,1545,,,,,,,,,,,,,,,,,7187,,7187,,3883,2058,427,1398,,,,,1113273,827859,151233,134181,,,,,,"EIN-04-3543134"
201502239349301300,"https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2014,,,,,,,,,,75654,15131,22696,37827,,,,,153480,116263,18217,19000,,,,,14064,8065,2511,3488,17831,10225,3184,4422,,,,,,,,,13851,,13851,,,,,,,,,,,,,,2609,,2609,,2960,2960,,,7785,,6229,779,777,,,,,,,,,79069,63255,15814,,,,,,,,,,,,,,7746,,7746,,,,,,35051,28041,7010,,11870,9496,2374,,5596,4476,560,560,591336,420548,102410,68378,,,,,,"EIN-02-0240383"
201541319349201279,"https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10911,,,,,,,,,,,,11500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EIN-04-3266589"
201501529349300625,"https://s3.amazonaws.com/irs-form-990/201501529349300625_public.xml","2014v5.0",50258941,"BETHANY HOME OF RI INC",,"990",2014,"X",,,,,,,,,127671,,127671,,,,,,1975367,1830033,145334,,,,,,238008,207839,30169,,209552,182990,26562,,,,,,,,,,,,,,,,,,,,,,,,,,141406,69670,71736,,14927,,14927,,40204,,,40204,,,,,,,,,,89398,89398,,,1178,,1178,,,,,,5796,,5796,,6142,,6142,,,,,,125330,116674,8656,,117928,109357,8571,,18228,,18228,,4344864,3739690,605174,0,,,,,,"EIN-05-0258941"
201601329349301715,"https://s3.amazonaws.com/irs-form-990/201601329349301715_public.xml","2014v6.0",30179298,"President and Fellows of Middlebury College",,"990",2014,,1059604,1059604,55580063,55580063,,,,,3757883,638840,2480203,638840,301694,249596,,52098,117132070,97230847,17056671,2844552,12252603,9874911,2023961,353731,21940718,17682988,3624304,633426,7811899,6295952,1290418,225529,,,,,747339,107161,640054,124,337332,127552,209780,,41610,,41610,,,,,,3732153,,3732153,,,,,,682460,525827,144910,11723,1559528,,972055,414190,173283,2665261,672198,1972761,20302,,,,,11562873,10055093,1410942,96838,7726028,5812154,1537832,376042,,,,,1267980,710633,531933,25414,13505555,12506313,999242,,,,,,25004349,18713602,6290747,,2633346,1925278,708068,,9939569,6694215,3182081,63273,332375383,269550637,56631117,6193629,,,,,,"EIN-03-0179298"
201610749349300431,"https://s3.amazonaws.com/irs-form-990/201610749349300431_public.xml","2014v6.0",60840436,"BENHAVEN INC",,"990",2014,,,,,,,,,,295665,273053,22612,,,,,,9562166,8841644,720522,,485743,446293,39450,,2525417,2320311,205106,,754697,693403,61294,,,,,,2981,,2981,,41225,,41225,,,,,,,,,,,,,,508582,486732,21850,,338,338,,,12808,,,12808,,38813,23554,15259,,,,,,216682,188236,28446,,538245,514192,24053,,,,,,43723,43723,,,154091,154091,,,,,,,383287,329654,53633,,85985,,85985,,75660,66011,9649,,16556715,15167547,1389168,0,,,,,,"EIN-06-0840436"
