"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_00_NAME_ORG_CTRL","F9_00_BUILD_TIME_STAMP","F9_00_RETURN_TIME_STAMP","F9_00_SPECIAL_COND_DESC","F9_00_TAX_PERIOD_BEGIN_DATE","F9_00_TAX_PERIOD_END_DATE","F9_00_FORM_ADDR_CHANGE_X","F9_00_FORM_AMENDED_RETURN_X","F9_00_FORM_FINAL_RETURN_X","F9_00_FORM_INITIAL_RETURN_X","F9_00_ORG_ADDR_CITY","F9_00_ORG_ADDR_CNTR","F9_00_ORG_ADDR_IN_CARE_OF","F9_00_ORG_ADDR_L1","F9_00_ORG_ADDR_L2","F9_00_ORG_ADDR_STATE","F9_00_ORG_ADDR_ZIP","F9_00_ORG_NAME_DBA_L1","F9_00_ORG_NAME_DBA_L2","F9_00_ORG_PHONE","F9_00_PRIN_OFF_ADDR_CITY","F9_00_PRIN_OFF_ADDR_CNTR","F9_00_PRIN_OFF_ADDR_L1","F9_00_PRIN_OFF_ADDR_L2","F9_00_PRIN_OFF_ADDR_STATE","F9_00_PRIN_OFF_ADDR_ZIP","F9_00_PRIN_OFF_NAME_ORG_L1","F9_00_PRIN_OFF_NAME_ORG_L2","F9_00_PRIN_OFF_NAME_PERS","F9_00_GRO_RCPT","F9_00_GROUP_RETURN_AFFIL_X","F9_00_ALL_AFFIL_INCL_X","F9_00_GROUP_EXEMPT_NUM","F9_00_EXEMPT_STAT_4947A1_X","F9_00_EXEMPT_STAT_501C_X","F9_00_EXEMPT_STAT_501C3_X","F9_00_EXEMPT_STAT_527_X","F9_00_ORG_WEBSITE","F9_00_TYPE_ORG_ASSOC_X","F9_00_TYPE_ORG_CORP_X","F9_00_TYPE_ORG_OTH_DESC","F9_00_TYPE_ORG_OTH_X","F9_00_TYPE_ORG_TRUST_X","F9_00_YEAR_FORMATION","F9_00_LEGAL_DMCL_CNTR","F9_00_LEGAL_DMCL_STATE","EIN2"
201801349349303665,"https://s3.amazonaws.com/irs-form-990/201801349349303665_public.xml","2016v3.0",30179298,"President and Fellows of Middlebury","College","990",2016,"PRES",2018-06-14 16:35:46,2018-05-14 16:12:38,,2016-07-01,2017-06-30,,,,,"Middlebury",,,"Controllers Office Suite 102",,"VT","05753",,,8024435699,"Middlebury",,"Old Chapel Road",,"VT","05753",,,"Laurie L Patton",497364857,"0",,,,,"X",,"http://www.middlebury.edu",,"X",,,,1800,,"VT","EIN-03-0179298"
201712379349300816,"https://s3.amazonaws.com/irs-form-990/201712379349300816_public.xml","2016v3.0",50258941,"BETHANY HOME OF RI INC",,"990",2016,"BETH",2017-02-10 21:41:12,2017-08-25 19:07:07,,2016-01-01,2016-12-31,,,,,"PROVIDENCE",,,"111 SOUTH ANGELL STREET",,"RI","02906",,,4018312870,"PROVIDENCE",,"111 SOUTH ANGELL STREET",,"RI","02906",,,"ELIZABETH SARRO",4740240,"0",,,,,"X",,"WWW.BETHANYHOMEOFRI.ORG",,"X",,,,1892,,"RI","EIN-05-0258941"
201712999349300411,"https://s3.amazonaws.com/irs-form-990/201712999349300411_public.xml","2016v3.0",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990",2016,"DOUG",2017-02-10 21:41:12,2017-10-26 14:10:49,,2016-01-01,2016-12-31,,,,,"NEWTON",,,"C/O BLOUIN CO2020 COMMONWEALTH AVE",,"MA","02466",,,6173324040,"NEWTON",,"C/O BLOUIN CO2020 COMMONWEALTH AVE",,"MA","02466",,,"DAVID R BLOUIN CPA",2248742,"0",,,,,"X",,"WWW.FLUTIEFOUNDATION.ORG",,"X",,,,2000,,"MA","EIN-04-3543134"
201811359349310581,"https://s3.amazonaws.com/irs-form-990/201811359349310581_public.xml","2016v3.0",60840436,"Benhaven Inc",,"990",2016,"BENH",2018-06-14 16:35:46,2018-05-15 20:44:24,,2016-07-01,2017-06-30,,,,,"NORTH HAVEN",,,"187 HALF MILE ROAD",,"CT","06473",,,2032396425,"NORTH HAVEN",,"187 HALF MILE ROAD",,"CT","06473",,,"KATHRYN DUPREE",17727742,"0",,,,,"X",,"www.benhaven.org",,"X",,,,1967,,"CT","EIN-06-0840436"
201841989349301309,"https://s3.amazonaws.com/irs-form-990/201841989349301309_public.xml","2016v3.0",42259692,"SOUTH SHORE ART CENTER INC",,"990",2016,"SOUT",2018-06-14 16:35:46,2018-07-16 18:53:44,,2016-09-01,2017-08-31,,,,,"COHASSET",,,"119 RIPLEY RD",,"MA","02025",,,7813832787,"COHASSET",,"119 RIPLEY RD",,"MA","02025",,,"RICHARD HORN",888180,"0",,,,,"X",,"WWW.SSAC.ORG",,"X",,,,1958,,"MA","EIN-04-2259692"
201722989349301367,"https://s3.amazonaws.com/irs-form-990/201722989349301367_public.xml","2016v3.0",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2016,"PORT",2017-02-10 21:41:12,2017-10-25 19:31:55,,2016-01-01,2016-12-31,,,,,"PORTSMOUTH",,,"PO BOX 728",,"NH","03802",,,6035368433,"PORTSMOUTH",,"PO BOX 728",,"NH","03802",,,"HEATHER ASHTON",714814,"0",,,,,"X",,"WWW.PORTSMOUTHHISTORY.ORG","X",,,,,1917,,"NH","EIN-02-0240383"
201821359349305012,"https://s3.amazonaws.com/irs-form-990/201821359349305012_public.xml","2016v3.0",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2016,"CONW",2018-06-14 16:35:46,2018-05-15 16:13:19,,2016-07-01,2017-06-30,"X",,,,"EASTHAMPTON",,,"180 PLEASANT STREET NO 211",,"MA","01027",,,4133694044,"EASTHAMPTON",,"180 PLEASANT STREET SUITE 211",,"MA","01027",,,"KEITH ROSS",789027,"0",,,,,"X",,"WWW.CSLD.EDU",,"X",,,,1976,,"MA","EIN-04-2596491"
201743219349300644,"https://s3.amazonaws.com/irs-form-990/201743219349300644_public.xml","2016v3.0",42592472,"CAPE COD ACADEMY",,"990",2016,"CAPE",2017-02-10 21:41:12,2017-11-15 06:00:00,,2016-07-01,2017-06-30,,,,,"OSTERVILLE",,,"50 OSTERVILLE WEST BARNSTABLE RD",,"MA","02655",,,5084285400,"OSTERVILLE",,"50 OSTERVILLE W BARNSTABLE RD",,"MA","02655",,,"MR JAMES T HOECK",7669775,"0",,,,,"X",,"WWWW.CAPECODACADEMY.ORG",,"X",,,,1976,,"MA","EIN-04-2592472"
201842269349301494,"https://s3.amazonaws.com/irs-form-990/201842269349301494_public.xml","2016v3.0",42104310,"HOLYOKE VISITING NURSE ASSOCIATION INC",,"990",2016,"HOLY",2018-06-14 16:35:46,2018-08-14 18:43:13,,2016-10-01,2017-09-30,,,,,"HOLYOKE",,,"575 BEECH STREET",,"MA","01040",,,4135345691,"HOLYOKE",,"575 BEECH STREET",,"MA","01040",,,"MICHAEL KOZIOL",6742249,"0",,,,,"X",,"WWW.HOLYOKEVNA.ORG",,"X",,,,1905,,"MA","EIN-04-2104310"
201732859349200123,"https://s3.amazonaws.com/irs-form-990/201732859349200123_public.xml","2016v3.0",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2016,"RESO",2017-02-10 21:41:12,2017-10-12 16:58:43,,2016-01-01,2016-12-31,,,,,"WALTHAM",,,"395 TOTTEN POND ROAD NO 203",,"MA","02451",,,7818902250,,,,,,,,,,170935,,,,,,"X",,"WWW.RESOLVENEWENGLAND.ORG",,"X",,,,,,,"EIN-04-3266589"
