"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_01_ACT_GVRN_ACT_MISSION","F9_01_ACT_GVRN_TERMIN_KONTR_X","F9_01_ACT_GVRN_NUM_VOTE_MEMB","F9_01_ACT_GVRN_NUM_VOTE_MEMB_IND","F9_01_ACT_GVRN_EMPL_TOT","F9_01_ACT_GVRN_VOL_TOT","F9_01_ACT_GVRN_UBIZ_REV_TOT","F9_01_ACT_GVRN_UBIZ_TAXABLE_NET","F9_01_REV_CONTR_TOT_CY","F9_01_REV_CONTR_TOT_CY_2","F9_01_REV_CONTR_TOT_PY","F9_01_REV_PROG_TOT_CY","F9_01_REV_PROG_TOT_PY","F9_01_REV_INVEST_TOT_CY","F9_01_REV_INVEST_TOT_PY","F9_01_REV_OTH_CY","F9_01_REV_OTH_PY","F9_01_REV_TOT_CY","F9_01_REV_TOT_PY","F9_01_EXP_GRANT_SIMILAR_CY","F9_01_EXP_GRANT_SIMILAR_PY","F9_01_EXP_BEN_PAID_MEMB_CY","F9_01_EXP_BEN_PAID_MEMB_PY","F9_01_EXP_SAL_ETC_CY","F9_01_EXP_SAL_ETC_PY","F9_01_EXP_PROF_FUNDR_TOT_CY","F9_01_EXP_PROF_FUNDR_TOT_PY","F9_01_EXP_FUNDR_TOT_CY","F9_01_EXP_OTH_CY","F9_01_EXP_OTH_CY_V2","F9_01_EXP_OTH_PY","F9_01_EXP_TOT_CY","F9_01_EXP_TOT_PY","F9_01_EXP_REV_LESS_EXP_CY","F9_01_EXP_REV_LESS_EXP_PY","F9_01_NAFB_ASSET_TOT_BOY","F9_01_NAFB_ASSET_TOT_EOY","F9_01_NAFB_LIAB_TOT_BOY","F9_01_NAFB_LIAB_TOT_EOY","F9_01_NAFB_TOT_BOY","F9_01_NAFB_TOT_EOY","EIN2"
201720449349302492,"https://s3.amazonaws.com/irs-form-990/201720449349302492_public.xml","2015v3.0",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2015,"PROVIDE A FULLY ACCREDITED ONE-YEAR MASTER DEGREE PROGRAM IN LANDSCAPE DESIGN.",,13,13,18,30,0,0,214153,,366581,867115,636187,7130,8408,2264,105,1090662,1011281,148170,32500,0,0,623646,595341,0,0,91160,525211,,263472,1297027,891313,-206365,119968,1487994,1295757,179323,193451,1308671,1102306,"EIN-04-2596491"
201731319349304523,"https://s3.amazonaws.com/irs-form-990/201731319349304523_public.xml","2015v3.0",60840436,"BENHAVEN INC",,"990",2015,"THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.",,9,8,367,0,0,0,18711,,15715,17137946,17067260,45853,493603,0,0,17202510,17576578,0,0,0,0,13661030,13623688,0,0,0,3127663,,2933027,16788693,16556715,413817,1019863,10824978,11117015,3481748,3311275,7343230,7805740,"EIN-06-0840436"
201601239349200810,"https://s3.amazonaws.com/irs-form-990/201601239349200810_public.xml","2015v2.1",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2015,,,,,,,,,,140713,,43837,,,,,,195520,,,,,,85955,,,,,,32129,,168209,,27311,,,,,,33687,60998,"EIN-04-3266589"
201741299349302179,"https://s3.amazonaws.com/irs-form-990/201741299349302179_public.xml","2015v3.0",30179298,"President and Fellows of Middlebury","College","990",2015,"We are a global liberal arts college offering undergraduate, graduate, and specialized programs.",,33,32,5465,2530,-468840,-1617714,44212743,,49195841,221715117,216466328,109162132,108756243,83044,135291,375173036,374553703,62949506,56639667,0,0,175358083,163196867,0,0,5590857,112843146,,112538849,351150735,332375383,24022301,42178320,1647518127,1514900607,393588547,396558730,1253929580,1118341877,"EIN-03-0179298"
201712239349301951,"https://s3.amazonaws.com/irs-form-990/201712239349301951_public.xml","2015v3.0",42104310,"HOLYOKE VISITING NURSE ASSOCIATION INC",,"990",2015,"THE HOLYOKE VISITING NURSE ASSOCIATION, INC. ESTABLISHED IN 1905, IS DEDICATED TO PROVIDING QUALITY HOME HEALTH CARE TO INDIVIDUALS WHO ARE ELDERLY, IMPOVERISHED AND MEDICALLY NEEDY. WE COORDINATE AND DELIVER COMPREHENSIVE, COST EFFECTIVE SERVICES INCLUDING NURSING, PHYSICAL THERAPY, OCCUPATIONAL THERAPY, SPEECH THERAPY, SOCIAL WORK AND HOME HEALTH AIDE CARE. IN ADDITION, WE ARE COMMITTED TO PROMOTING COMMUNITY HEALTH THROUGH EDUCATION AND SPECIAL PROGRAMS.",,7,4,101,41,0,0,9224,,18582,6357320,5974229,69547,6636,0,0,6436091,5999447,0,0,0,0,4497507,4046502,0,0,0,1582872,,1749392,6080379,5795894,355712,203553,2136665,2273390,1988699,1762604,147966,510786,"EIN-04-2104310"
201643069349300434,"https://s3.amazonaws.com/irs-form-990/201643069349300434_public.xml","2015v2.1",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990",2015,"TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.",,12,12,8,95,0,0,1624689,,807942,3216,0,210536,178300,-119390,0,1719051,986242,490134,529687,0,0,308027,298674,0,0,119799,264147,,284912,1062308,1113273,656743,-127031,2710208,3135878,510167,486187,2200041,2649691,"EIN-04-3543134"
201603509349301090,"https://s3.amazonaws.com/irs-form-990/201603509349301090_public.xml","2015v2.1",42259692,"SOUTH SHORE ART CENTER INC",,"990",2015,"ADVANCEMENT OF THE ARTS.",,25,25,41,200,0,0,273522,,728251,336010,304963,5552,1704,24714,-78810,639798,956108,0,0,0,0,386620,365388,0,0,56955,344740,,292965,731360,658353,-91562,297755,1247072,1175156,83501,95357,1163571,1079799,"EIN-04-2259692"
201623489349300632,"https://s3.amazonaws.com/irs-form-990/201623489349300632_public.xml","2015v2.1",42592472,"CAPE COD ACADEMY",,"990",2015,"THE ACADEMY IS A STUDENT-CENTERED, COLLEGE PREPARATORY, DAY ACADEMY FOR PRE-KINDERGARTEN THROUGH TWELFTH GRADE",,17,16,145,80,0,0,641667,,660812,6225184,6269882,18953,570734,101802,109045,6987606,7610473,1573300,1553969,0,0,5306226,5059232,0,0,400839,2440360,,2287497,9319886,8900698,-2332280,-1290225,15956246,15260038,1816197,3452240,14140049,11807798,"EIN-04-2592472"
201613149349301766,"https://s3.amazonaws.com/irs-form-990/201613149349301766_public.xml","2015v2.1",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2015,"TO PROVIDE A CENTRAL CITY LOCATION WHERE, IN COOPERATION WITH OTHER GROUPS, WE CAN INTRODUCE, INTERPRET, AND STIMULATE THE STUDY OF PORTSMOUTH HISTORY. ACTIVITIES INCLUDE COLLECTING, PRESERVING, AND INTERPRETING EXAMPLES OF THE MATERIAL AND SOCIAL CULTURE OF PORTSMOUTH, PRESENTING PROGRAMS AND EXHIBITS, AND OPERATING A HISTORIC HOUSE MUSEUM AND VISITOR CENTER THAT SERVES AS A GATEWAY TO PORTSMOUTH.",,17,17,24,50,0,0,410187,,369518,70424,108183,241,264,104678,116218,585530,594183,0,0,0,0,281379,261029,0,0,69657,267383,,330307,548762,591336,36768,2847,1384021,1401687,362745,343643,1021276,1058044,"EIN-02-0240383"
201612299349300861,"https://s3.amazonaws.com/irs-form-990/201612299349300861_public.xml","2015v2.1",50258941,"BETHANY HOME OF RI INC",,"990",2015,"BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.",,15,14,120,0,0,0,186607,,254924,4463866,4711283,1193,-825,23395,-4522,4675061,4960860,0,0,0,0,2595611,2550598,0,0,0,1834514,,1794266,4430125,4344864,244936,615996,7841376,7609742,234542,233065,7606834,7376677,"EIN-05-0258941"
