"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_09_INFO_SCHED_O_X","F9_09_EXP_GRANT_US_ORG_TOT","F9_09_EXP_GRANT_US_ORG_PROG","F9_09_EXP_GRANT_US_INDIV_TOT","F9_09_EXP_GRANT_US_INDIV_PROG","F9_09_EXP_GRANT_FRGN_TOT","F9_09_EXP_GRANT_FRGN_PROG","F9_09_EXP_BEN_PAID_MEMB_TOT","F9_09_EXP_BEN_PAID_MEMB_PROG","F9_09_EXP_COMP_DTK_TOT","F9_09_EXP_COMP_DTK_PROG","F9_09_EXP_COMP_DTK_MGMT","F9_09_EXP_COMP_DTK_FUNDR","F9_09_EXP_COMP_DSQ_PERS_TOT","F9_09_EXP_COMP_DSQ_PERS_PROG","F9_09_EXP_COMP_DSQ_PERS_MGMT","F9_09_EXP_COMP_DSQ_PERS_FUNDR","F9_09_EXP_OTH_SAL_WAGE_TOT","F9_09_EXP_OTH_SAL_WAGE_PROG","F9_09_EXP_OTH_SAL_WAGE_MGMT","F9_09_EXP_OTH_SAL_WAGE_FUNDR","F9_09_EXP_PENSION_CONTR_TOT","F9_09_EXP_PENSION_CONTR_PROG","F9_09_EXP_PENSION_CONTR_MGMT","F9_09_EXP_PENSION_CONTR_FUNDR","F9_09_EXP_OTH_EMPL_BEN_TOT","F9_09_EXP_OTH_EMPL_BEN_PROG","F9_09_EXP_OTH_EMPL_BEN_MGMT","F9_09_EXP_OTH_EMPL_BEN_FUNDR","F9_09_EXP_PAYROLL_TAX_TOT","F9_09_EXP_PAYROLL_TAX_PROG","F9_09_EXP_PAYROLL_TAX_MGMT","F9_09_EXP_PAYROLL_TAX_FUNDR","F9_09_EXP_FEE_SVC_MGMT_TOT","F9_09_EXP_FEE_SVC_MGMT_PROG","F9_09_EXP_FEE_SVC_MGMT_MGMT","F9_09_EXP_FEE_SVC_MGMT_FUNDR","F9_09_EXP_FEE_SVC_LEGAL_TOT","F9_09_EXP_FEE_SVC_LEGAL_PROG","F9_09_EXP_FEE_SVC_LEGAL_MGMT","F9_09_EXP_FEE_SVC_LEGAL_FUNDR","F9_09_EXP_FEE_SVC_ACC_TOT","F9_09_EXP_FEE_SVC_ACC_PROG","F9_09_EXP_FEE_SVC_ACC_MGMT","F9_09_EXP_FEE_SVC_ACC_FUNDR","F9_09_EXP_FEE_SVC_LOB_TOT","F9_09_EXP_FEE_SVC_LOB_PROG","F9_09_EXP_FEE_SVC_LOB_MGMT","F9_09_EXP_FEE_SVC_LOB_FUNDR","F9_09_EXP_FEE_SVC_FUNDR_TOT","F9_09_EXP_FEE_SVC_FUNDR_PROG","F9_09_EXP_FEE_SVC_FUNDR_MGMT","F9_09_EXP_FEE_SVC_FUNDR_FUNDR","F9_09_EXP_FEE_SVC_INVEST_TOT","F9_09_EXP_FEE_SVC_INVEST_PROG","F9_09_EXP_FEE_SVC_INVEST_MGMT","F9_09_EXP_FEE_SVC_INVEST_FUNDR","F9_09_EXP_FEE_SVC_OTH_TOT","F9_09_EXP_FEE_SVC_OTH_PROG","F9_09_EXP_FEE_SVC_OTH_MGMT","F9_09_EXP_FEE_SVC_OTH_FUNDR","F9_09_EXP_AD_PROMO_TOT","F9_09_EXP_AD_PROMO_PROG","F9_09_EXP_AD_PROMO_MGMT","F9_09_EXP_AD_PROMO_FUNDR","F9_09_EXP_OFFICE_TOT","F9_09_EXP_OFFICE_TOT_V2","F9_09_EXP_OFFICE_PROG","F9_09_EXP_OFFICE_MGMT","F9_09_EXP_OFFICE_FUNDR","F9_09_EXP_INFO_TECH_TOT","F9_09_EXP_INFO_TECH_PROG","F9_09_EXP_INFO_TECH_MGMT","F9_09_EXP_INFO_TECH_FUNDR","F9_09_EXP_ROY_TOT","F9_09_EXP_ROY_PROG","F9_09_EXP_ROY_MGMT","F9_09_EXP_ROY_FUNDR","F9_09_EXP_OCCUPANCY_TOT","F9_09_EXP_OCCUPANCY_PROG","F9_09_EXP_OCCUPANCY_MGMT","F9_09_EXP_OCCUPANCY_FUNDR","F9_09_EXP_TRAVEL_TOT","F9_09_EXP_TRAVEL_PROG","F9_09_EXP_TRAVEL_MGMT","F9_09_EXP_TRAVEL_FUNDR","F9_09_EXP_TRAVEL_ENTMT_TOT","F9_09_EXP_TRAVEL_ENTMT_PROG","F9_09_EXP_TRAVEL_ENTMT_MGMT","F9_09_EXP_TRAVEL_ENTMT_FUNDR","F9_09_EXP_CONF_MEETING_TOT","F9_09_EXP_CONF_MEETING_PROG","F9_09_EXP_CONF_MEETING_MGMT","F9_09_EXP_CONF_MEETING_FUNDR","F9_09_EXP_INT_TOT","F9_09_EXP_INT_PROG","F9_09_EXP_INT_MGMT","F9_09_EXP_INT_FUNDR","F9_09_EXP_PAY_AFFIL_TOT","F9_09_EXP_PAY_AFFIL_PROG","F9_09_EXP_PAY_AFFIL_MGMT","F9_09_EXP_PAY_AFFIL_FUNDR","F9_09_EXP_DEPREC_TOT","F9_09_EXP_DEPREC_PROG","F9_09_EXP_DEPREC_MGMT","F9_09_EXP_DEPREC_FUNDR","F9_09_EXP_INSURANCE_TOT","F9_09_EXP_INSURANCE_PROG","F9_09_EXP_INSURANCE_MGMT","F9_09_EXP_INSURANCE_FUNDR","F9_09_EXP_OTH_OTH_TOT","F9_09_EXP_OTH_OTH_PROG","F9_09_EXP_OTH_OTH_MGMT","F9_09_EXP_OTH_OTH_FUNDR","F9_09_EXP_TOT_TOT","F9_09_EXP_TOT_PROG","F9_09_EXP_TOT_MGMT","F9_09_EXP_TOT_FUNDR","F9_09_EXP_JOINT_COST_X","F9_09_EXP_JOINT_COST_TOT","F9_09_EXP_JOINT_COST_PROG","F9_09_EXP_JOINT_COST_MGMT","F9_09_EXP_JOINT_COST_FUNDR","EIN2"
201423149349300892,"https://s3.amazonaws.com/irs-form-990/201423149349300892_public.xml","2013v3.0",50258941,"BETHANY HOME OF RI INC",,"990",2013,"X",,,,,,,,,99237,,99237,,,,,,1888159,1625842,262317,,,,,,273824,224103,49721,,190042,155534,34508,,,,,,,,,,,,,,,,,,,,,,,,,,174044,119501,54543,,52520,,52520,,29438,,,29438,,,,,,,,,,80395,80395,,,1447,,1447,,,,,,18700,,18700,,26885,,26885,,,,,,124196,115617,8579,,103844,93052,10792,,14773,,14773,,4362484,3621785,740699,0,,,,,,"EIN-05-0258941"
201443219349303449,"https://s3.amazonaws.com/irs-form-990/201443219349303449_public.xml","2013v3.0",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2013,,,,,,,,,,75771,17274,22167,36330,,,,,106242,85994,14624,5624,,,,,3781,2145,764,872,13982,7933,2826,3223,,,,,,,,,8035,,8035,,,,,,,,,,,,,,6320,1250,5070,,1314,1314,,,22758,,18206,719,3833,5506,5506,,,,,,,77463,61971,15183,309,,,,,,,,,,,,,7919,,7919,,,,,,34448,27558,6890,,13570,10856,2714,,,,,,482988,342257,90361,50370,,,,,,"EIN-02-0240383"
201510139349301301,"https://s3.amazonaws.com/irs-form-990/201510139349301301_public.xml","2013v4.0",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2013,,,,35000,35000,,,,,255098,135205,52417,67476,,,,,238498,128491,91585,18422,,,,,5535,3364,1778,393,34055,17985,9852,6218,,,,,1413,,1413,,6100,,6100,,,,,,,,,,,,,,19035,,,19035,,,,,5654,,,5654,,5505,,5505,,,,,,19076,10197,5569,3310,1687,,1687,,,,,,,,,,7168,3832,2092,1244,,,,,32463,17355,9476,5632,13309,7115,3885,2309,73534,57258,10209,6067,816246,450203,220917,145126,,,,,,"EIN-04-2596491"
201422279349302917,"https://s3.amazonaws.com/irs-form-990/201422279349302917_public.xml","2013v3.0",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC",,"990",2013,,598824,598824,5000,5000,35000,35000,,,56753,45402,2838,8513,,,,,184804,90475,25216,69113,1500,960,375,165,,,,,19494,10934,2273,6287,,,,,,,,,35070,,35070,,,,,,,,,,17717,,17717,,16998,13358,3640,,19598,19598,,,22162,,6416,9525,6221,19064,8146,5514,5404,,,,,16200,9072,1944,5184,5059,2370,1673,1016,,,,,,,,,,,,,,,,,10562,,10562,,2934,1643,352,939,,,,,1122238,892671,126725,102842,,,,,,"EIN-04-3543134"
201540659349300734,"https://s3.amazonaws.com/irs-form-990/201540659349300734_public.xml","2013v4.0",42592472,"CAPE COD ACADEMY",,"990",2013,,,,1558618,1558618,,,,,,,,,,,,,4111803,2883031,990630,238142,71008,44568,22042,4398,448829,328665,81986,38178,296844,206813,73542,16489,,,,,17243,,17243,,15950,,15950,,,,,,,,,,17974,,17974,,234768,6500,228268,,141597,,141597,,52906,,9375,30164,13367,76530,3763,72767,,,,,,177156,177156,,,,,,,,,,,,,,,4667,,4667,,,,,,629174,523004,80047,26123,104734,,104734,,496536,42147,436775,17614,9500380,6827683,2318386,354311,,,,,,"EIN-04-2592472"
201511329349300641,"https://s3.amazonaws.com/irs-form-990/201511329349300641_public.xml","2013v4.0",30179298,"President and Fellows of Middlebury College",,"990",2013,,1086870,1086870,51821482,51821482,,,,,2115381,359615,1396151,359615,282895,232308,,50587,112087837,93383579,15327586,3376672,11722132,9497510,1845439,379183,21221183,17193834,3340895,686454,7401555,5996891,1165242,239422,,,,,908542,299103,605259,4180,276773,91973,184800,,17574,,17574,,,,,,3774769,,3774769,,,,,,716390,529359,159426,27605,1491192,,948689,374566,167937,2561147,1063083,1474972,23092,,,,,11704506,10703595,995051,5860,7485852,6048766,1108977,328109,2418,,2418,,1033325,629771,384723,18831,13526702,12523316,1003386,,,,,,23702212,17862300,5839912,,2723801,2194170,529631,,8668037,6190978,2429518,47541,320013951,261699870,51947030,6367051,,,,,,"EIN-03-0179298"
201413039349200516,"https://s3.amazonaws.com/irs-form-990/201413039349200516_public.xml","2013v3.0",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12847,,,,,,,,,,,,11250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EIN-04-3266589"
201531329349301718,"https://s3.amazonaws.com/irs-form-990/201531329349301718_public.xml","2013v4.0",60840436,"BENHAVEN INC",,"990",2013,,,,,,,,,,136236,126316,9920,,,,,,9171114,8506350,664764,,167139,154103,13036,,2339129,2156695,182434,,721392,665130,56262,,,,,,1290,,1290,,35625,,35625,,1250,,1250,,,,,,,,,,467029,445686,21343,,1505,1505,,,20331,,,20331,,38673,22507,16166,,,,,,289695,258420,31275,,519011,492874,26137,,,,,,47187,47152,35,,161085,161044,41,,,,,,367526,315919,51607,,88581,,88581,,34251,24561,9690,,15403699,14142051,1261648,0,,,,,,"EIN-06-0840436"
201542239349300219,"https://s3.amazonaws.com/irs-form-990/201542239349300219_public.xml","2013v4.0",42104310,"Holyoke Visiting Nurse Association Inc",,"990",2013,,,,,,,,,,222795,,222795,,,,,,3468940,2783824,685116,,228,183,45,,235626,189090,46536,,294560,236384,58176,,,,,,25005,,25005,,47805,,47805,,,,,,,,,,,,,,505033,463719,41314,,22183,17802,4381,,11154,,8951,2203,,71055,57022,14033,,,,,,218556,175391,43165,,116551,93532,23019,,,,,,5380,4317,1063,,,,,,,,,,31818,25534,6284,,37913,30425,7488,,30120,24171,5949,,5993658,4700210,1293448,0,,,,,,"EIN-04-2104310"
201531499349300218,"https://s3.amazonaws.com/irs-form-990/201531499349300218_public.xml","2013v4.0",42259692,"SOUTH SHORE ART CENTER INC",,"990",2013,,,,,,,,,,61528,15382,33840,12306,,,,,237024,156653,55535,24836,,,,,,,,,24627,14191,7372,3064,,,,,,,,,10131,,10131,,,,,,,,,,1035,,1035,,40367,26230,14137,,11129,8674,2285,170,,,,,,,,,,,,,,18900,18900,,,,,,,,,,,19393,10523,2564,6306,,,,,,,,,35914,32323,3591,,10369,750,9619,,59911,32084,26934,893,631870,401696,181939,48235,,,,,,"EIN-04-2259692"
