"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_01_ACT_GVRN_ACT_MISSION","F9_01_ACT_GVRN_TERMIN_KONTR_X","F9_01_ACT_GVRN_NUM_VOTE_MEMB","F9_01_ACT_GVRN_NUM_VOTE_MEMB_IND","F9_01_ACT_GVRN_EMPL_TOT","F9_01_ACT_GVRN_VOL_TOT","F9_01_ACT_GVRN_UBIZ_REV_TOT","F9_01_ACT_GVRN_UBIZ_TAXABLE_NET","F9_01_REV_CONTR_TOT_CY","F9_01_REV_CONTR_TOT_CY_2","F9_01_REV_CONTR_TOT_PY","F9_01_REV_PROG_TOT_CY","F9_01_REV_PROG_TOT_PY","F9_01_REV_INVEST_TOT_CY","F9_01_REV_INVEST_TOT_PY","F9_01_REV_OTH_CY","F9_01_REV_OTH_PY","F9_01_REV_TOT_CY","F9_01_REV_TOT_PY","F9_01_EXP_GRANT_SIMILAR_CY","F9_01_EXP_GRANT_SIMILAR_PY","F9_01_EXP_BEN_PAID_MEMB_CY","F9_01_EXP_BEN_PAID_MEMB_PY","F9_01_EXP_SAL_ETC_CY","F9_01_EXP_SAL_ETC_PY","F9_01_EXP_PROF_FUNDR_TOT_CY","F9_01_EXP_PROF_FUNDR_TOT_PY","F9_01_EXP_FUNDR_TOT_CY","F9_01_EXP_OTH_CY","F9_01_EXP_OTH_CY_V2","F9_01_EXP_OTH_PY","F9_01_EXP_TOT_CY","F9_01_EXP_TOT_PY","F9_01_EXP_REV_LESS_EXP_CY","F9_01_EXP_REV_LESS_EXP_PY","F9_01_NAFB_ASSET_TOT_BOY","F9_01_NAFB_ASSET_TOT_EOY","F9_01_NAFB_LIAB_TOT_BOY","F9_01_NAFB_LIAB_TOT_EOY","F9_01_NAFB_TOT_BOY","F9_01_NAFB_TOT_EOY","EIN2"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202231369349302503","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202231369349302503_public.xml","2020v4.1",30179298,"President and Fellows of Middlebury","College","990",2020,"We are a global liberal arts college offering undergraduate, graduate, and specialized programs.",,31,30,4228,1777,3198094,0,42739863,,54673542,223883412,245196626,121230689,100259595,64258,142431,387918222,400272194,76117706,75780161,0,0,168267137,177700717,0,0,4909435,97629433,,107448464,342014276,360929342,45903946,39342852,1580110937,1994350713,365650063,406810712,1214460874,1587540001,"EIN-03-0179298"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202103159349305475","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202103159349305475_public.xml","2020v4.1",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990",2020,"TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.",,14,13,6,15,0,0,1125489,,1338829,13704,23627,204794,148997,8824,-129050,1352811,1382403,770830,613730,0,0,393358,395314,0,0,252273,325680,,396908,1489868,1405952,-137057,-23549,3292687,3425350,525172,525055,2767515,2900295,"EIN-04-3543134"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202221959349302302","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202221959349302302_public.xml","2020v4.0",42259692,"SOUTH SHORE ART CENTER INC",,"990",2020,"TO ENRICH THE COMMUNITIES SOUTH OF BOSTON BY ENGAGING ARTISTS AND BY FOSTERING AN UNDERSTANDING AND APPRECIATION OF THE VISUAL ARTS THROUGH EXHIBITIONS AND EDUCATION.",,15,14,35,50,0,,321656,,216370,191027,222728,28170,26108,21964,21835,562817,487041,0,,0,,321279,352319,0,,31963,178099,,204228,499378,556547,63439,-69506,1073371,1147618,291970,246554,781401,901064,"EIN-04-2259692"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102599349200715","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102599349200715_public.xml","2020v4.1",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2020,,,,,,,,,,174277,,2186,,,,,,184941,,,,,,86153,,,,,,28938,,147951,,36990,,,,,,49018,86008,"EIN-04-3266589"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202242249349301219","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202242249349301219_public.xml","2020v4.2",42104310,"Holyoke Visiting Nurse Association Inc",,"990",2020,"The Holyoke Visiting Nurse Association, Inc., established in 1905, is dedicated to providing quality home health care to individuals who are elderly, impoverished and medically needy. We coordinate and deliver comprehensive, cost effective services including nursing, physical therapy, occupational therapy, speech therapy, social work and home health aide care. In addition, we are committed to promoting community health through education and special programs.",,7,4,96,5,0,0,21297,,316847,6590743,6280246,47677,39756,0,0,6659717,6636849,0,0,0,0,5152341,5098271,0,0,0,2073896,,1965238,7226237,7063509,-566520,-426660,2979337,2945624,2789458,3148421,189879,-202797,"EIN-04-2104310"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202200459349301535","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202200459349301535_public.xml","2020v4.2",60840436,"BENHAVEN INC",,"990",2020,"THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.",,11,10,428,0,0,0,741385,,184307,21712194,20564803,77156,175991,0,0,22530735,20925101,0,0,0,0,18082631,17429690,0,0,6668,3422858,,3345934,21505489,20775624,1025246,149477,13535375,15687365,4260780,5107164,9274595,10580201,"EIN-06-0840436"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202133179349300428","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202133179349300428_public.xml","2020v4.1",50258941,"BETHANY HOME OF RI INC",,"990",2020,"BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.",,11,11,100,11,0,0,1080529,,256274,3621004,4436966,3212,12396,3820,839,4708565,4706475,0,0,0,0,3251232,3264296,0,0,0,1495294,,1386710,4746526,4651006,-37961,55469,9499336,9675256,354136,497975,9145200,9177281,"EIN-05-0258941"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102009349301110","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102009349301110_public.xml","2020v4.1",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2020,"TO PROVIDE A CENTRAL CITY LOCATION WHERE, IN COOPERATION WITH OTHER HISTORIC GROUPS, WE CAN INTRODUCE, INTERPRET, AND STIMULATE THE STUDY OF PORTSMOUTH HISOTRY. ACTIVITIES INCLUDE COLLECTING, PRESERVING, AND INTERPRETING EXAMPLES OF THE MATERIAL AND SOCIAL CULTURE OF PORTSMOUTH; PRESENTING PROGRAMS AND EXHIBITS; AND OPERATING A HISTORIC HOUSE MUSEUM AND A VISITOR CENTER THAT SERVES AS A GATEWAY TO PORTSMOUTH.",,15,15,20,16,0,0,630053,,366606,15888,67590,289,40,128983,146939,775213,581175,0,0,0,0,326229,326760,0,0,127938,249450,,260150,575679,586910,199534,-5735,1283956,1421861,151053,89424,1132903,1332437,"EIN-02-0240383"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202230949349300208","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202230949349300208_public.xml","2020v4.2",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2020,"SEE SCHEULE O.PROVIDE A FULLY ACCREDITED TEN-MONTH MASTERS DEGREE PROGRAM IN ECOLOGICAL LANDSCAPE PLANNING AND DESIGN.",,11,11,15,11,0,0,860553,,335111,17524,748412,8734,6520,0,0,886811,1090043,0,47910,0,0,597669,629429,0,0,79163,156049,,256067,753718,933406,133093,156637,1739132,1626189,813929,558861,925203,1067328,"EIN-04-2596491"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202240679349300729","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202240679349300729_public.xml","2020v4.2",42592472,"CAPE COD ACADEMY",,"990",2020,"CAPE COD ACADEMY, INC. (""""THE ACADEMY"""") FOSTERS A LIFE-LONG DRIVE TO LEARN AND GROW AND MAKE A DIFFERENCE IN THE WORLD. THE ACADEMY TEACHES STUDENTS HABITS OF HEART AND MIND THAT PREPARE THEM TO BE SUCCESSFUL IN COLLEGE, HEALTY IN LIFE, AND CONTRIBUTORS TO SOCIETY - BOTH LOCALLY AND GLOBALLY.",,12,10,87,17,0,0,1287873,,424112,9044820,6929679,2970,-1261,276351,66450,10612014,7418980,3617521,2524944,0,0,4410863,4103926,0,0,206450,2466191,,3052371,10494575,9681241,117439,-2262261,13451866,13242497,12301634,11974826,1150232,1267671,"EIN-04-2592472"
