"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_01_ACT_GVRN_ACT_MISSION","F9_01_ACT_GVRN_TERMIN_KONTR_X","F9_01_ACT_GVRN_NUM_VOTE_MEMB","F9_01_ACT_GVRN_NUM_VOTE_MEMB_IND","F9_01_ACT_GVRN_EMPL_TOT","F9_01_ACT_GVRN_VOL_TOT","F9_01_ACT_GVRN_UBIZ_REV_TOT","F9_01_ACT_GVRN_UBIZ_TAXABLE_NET","F9_01_REV_CONTR_TOT_CY","F9_01_REV_CONTR_TOT_CY_2","F9_01_REV_CONTR_TOT_PY","F9_01_REV_PROG_TOT_CY","F9_01_REV_PROG_TOT_PY","F9_01_REV_INVEST_TOT_CY","F9_01_REV_INVEST_TOT_PY","F9_01_REV_OTH_CY","F9_01_REV_OTH_PY","F9_01_REV_TOT_CY","F9_01_REV_TOT_PY","F9_01_EXP_GRANT_SIMILAR_CY","F9_01_EXP_GRANT_SIMILAR_PY","F9_01_EXP_BEN_PAID_MEMB_CY","F9_01_EXP_BEN_PAID_MEMB_PY","F9_01_EXP_SAL_ETC_CY","F9_01_EXP_SAL_ETC_PY","F9_01_EXP_PROF_FUNDR_TOT_CY","F9_01_EXP_PROF_FUNDR_TOT_PY","F9_01_EXP_FUNDR_TOT_CY","F9_01_EXP_OTH_CY","F9_01_EXP_OTH_CY_V2","F9_01_EXP_OTH_PY","F9_01_EXP_TOT_CY","F9_01_EXP_TOT_PY","F9_01_EXP_REV_LESS_EXP_CY","F9_01_EXP_REV_LESS_EXP_PY","F9_01_NAFB_ASSET_TOT_BOY","F9_01_NAFB_ASSET_TOT_EOY","F9_01_NAFB_LIAB_TOT_BOY","F9_01_NAFB_LIAB_TOT_EOY","F9_01_NAFB_TOT_BOY","F9_01_NAFB_TOT_EOY","EIN2"
201631329349303468,"https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2014,"PROVIDE A FULLY ACCREDITED ONE-YEAR MASTER DEGREE PROGRAM IN LANDSCAPE DESIGN.",,17,17,14,25,0,0,366581,,294185,636187,585923,8408,20912,105,715,1011281,901735,32500,35000,0,0,595341,533186,0,0,143413,263472,,248060,891313,816246,119968,85489,1369747,1487994,183844,179323,1185903,1308671,"EIN-04-2596491"
201632239349301008,"https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0",42104310,"HOLYOKE VISITING NURSE ASSOCIATION INC",,"990",2014,"THE HOLYOKE VISITING NURSE ASSOCIATION, INC. ESTABLISHED IN 1905, IS DEDICATED TO PROVIDING QUALITY HOME HEALTH CARE TO INDIVIDUALS WHO ARE ELDERLY, IMPOVERISHED AND MEDICALLY NEEDY. WE COORDINATE AND DELIVER COMPREHENSIVE, COST EFFECTIVE SERVICES INCLUDING NURSING, PHYSICAL THERAPY, OCCUPATIONAL THERAPY, SPEECH THERAPY, SOCIAL WORK AND HOME HEALTH AIDE CARE. IN ADDITION, WE ARE COMMITTED TO PROMOTING COMMUNITY HEALTH THROUGH EDUCATION AND SPECIAL PROGRAMS.",,7,4,112,41,0,0,18582,,23224,5974229,5813823,6636,37792,0,0,5999447,5874839,0,0,0,0,4046502,4222149,0,0,0,1749392,,1771509,5795894,5993658,203553,-118819,2242058,2136665,2228493,1988699,13565,147966,"EIN-04-2104310"
201503559349300490,"https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0",42592472,"CAPE COD ACADEMY",,"990",2014,"THE ACADEMY IS A STUDENT-CENTERED, COLLEGE PREPARATORY, DAY ACADEMY FOR PRE-KINDERGARTEN THROUGH TWELFTH GRADE",,15,15,155,80,0,0,660812,,592081,6269882,7409597,570734,135440,109045,90053,7610473,8227171,1553969,1558618,0,0,5059232,4928484,0,0,344118,2287497,,3013278,8900698,9500380,-1290225,-1273209,18079294,15956246,2139412,1816197,15939882,14140049,"EIN-04-2592472"
201610639349300106,"https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0",42259692,"SOUTH SHORE ART CENTER INC",,"990",2014,"ADVANCEMENT OF THE ARTS.",,25,25,40,200,0,0,728251,,245975,304963,343366,1704,3111,-78810,8759,956108,601211,0,0,0,0,365388,323179,0,0,55787,292965,,308691,658353,631870,297755,-30659,937596,1247072,78240,83501,859356,1163571,"EIN-04-2259692"
201542169349300224,"https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC",,"990",2014,"TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.",,13,13,5,90,0,0,807942,,1068540,0,0,178300,155848,0,265,986242,1224653,529687,638824,0,0,298674,262551,0,0,134181,284912,,220863,1113273,1122238,-127031,102415,3007225,2710208,630794,510167,2376431,2200041,"EIN-04-3543134"
201502239349301300,"https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2014,"TO PROVIDE A CENTRAL CITY LOCATION WHERE, IN COOPERATION WITH OTHER GROUPS, WE CAN INTRODUCE, INTERPRET, AND STIMULATE THE STUDY OF PORTSMOUTH HISTORY. ACTIVITIES INCLUDE COLLECTING, PRESERVING, AND INTERPRETING EXAMPLES OF THE MATERIAL AND SOCIAL CULTURE OF PORTSMOUTH, PRESENTING PROGRAMS AND EXHIBITS, AND OPERATING A HISTORIC HOUSE MUSEUM AND VISITOR CENTER THAT SERVES AS A GATEWAY TO PORTSMOUTH.",,17,17,18,52,0,0,369518,,370786,108183,90817,264,121,116218,100196,594183,561920,0,0,0,0,261029,199776,0,0,68378,330307,,283212,591336,482988,2847,78932,1499549,1384021,481120,362745,1018429,1021276,"EIN-02-0240383"
201541319349201279,"https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2014,,,,,,,,,,153414,,15234,,,,,,180598,,,,,,93925,,,,,,35792,,184439,,-3841,,,,,,37528,33687,"EIN-04-3266589"
201501529349300625,"https://s3.amazonaws.com/irs-form-990/201501529349300625_public.xml","2014v5.0",50258941,"BETHANY HOME OF RI INC",,"990",2014,"BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.",,15,14,113,2,0,0,254924,,481898,4711283,3651236,-825,11260,-4522,17443,4960860,4161837,0,0,0,0,2550598,2451262,0,0,0,1794266,,1911222,4344864,4362484,615996,-200647,7377527,7841376,464209,234542,6913318,7606834,"EIN-05-0258941"
201601329349301715,"https://s3.amazonaws.com/irs-form-990/201601329349301715_public.xml","2014v6.0",30179298,"President and Fellows of Middlebury College",,"990",2014,"We are a global liberal arts college offering undergraduate, graduate, and specialized programs.",,33,31,5289,2313,2286049,0,49195841,,54237347,216466328,210918346,108756243,60107173,135291,144742,374553703,325407608,56639667,52908352,0,0,163196867,154830983,0,0,6193629,112538849,,112274616,332375383,320013951,42178320,5393657,1637220577,1647518127,393349565,393588547,1243871012,1253929580,"EIN-03-0179298"
201610749349300431,"https://s3.amazonaws.com/irs-form-990/201610749349300431_public.xml","2014v6.0",60840436,"BENHAVEN INC",,"990",2014,"THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.",,10,9,365,0,0,0,15715,,34567,17067260,15622528,493603,37226,0,0,17576578,15694321,0,0,0,0,13623688,12535010,0,0,0,2933027,,2868689,16556715,15403699,1019863,290622,9438459,10824978,3116107,3481748,6322352,7343230,"EIN-06-0840436"
