"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_00_NAME_ORG_CTRL","F9_00_BUILD_TIME_STAMP","F9_00_RETURN_TIME_STAMP","F9_00_SPECIAL_COND_DESC","F9_00_TAX_PERIOD_BEGIN_DATE","F9_00_TAX_PERIOD_END_DATE","F9_00_FORM_ADDR_CHANGE_X","F9_00_FORM_AMENDED_RETURN_X","F9_00_FORM_FINAL_RETURN_X","F9_00_FORM_INITIAL_RETURN_X","F9_00_ORG_ADDR_CITY","F9_00_ORG_ADDR_CNTR","F9_00_ORG_ADDR_IN_CARE_OF","F9_00_ORG_ADDR_L1","F9_00_ORG_ADDR_L2","F9_00_ORG_ADDR_STATE","F9_00_ORG_ADDR_ZIP","F9_00_ORG_NAME_DBA_L1","F9_00_ORG_NAME_DBA_L2","F9_00_ORG_PHONE","F9_00_PRIN_OFF_ADDR_CITY","F9_00_PRIN_OFF_ADDR_CNTR","F9_00_PRIN_OFF_ADDR_L1","F9_00_PRIN_OFF_ADDR_L2","F9_00_PRIN_OFF_ADDR_STATE","F9_00_PRIN_OFF_ADDR_ZIP","F9_00_PRIN_OFF_NAME_ORG_L1","F9_00_PRIN_OFF_NAME_ORG_L2","F9_00_PRIN_OFF_NAME_PERS","F9_00_GRO_RCPT","F9_00_GROUP_RETURN_AFFIL_X","F9_00_ALL_AFFIL_INCL_X","F9_00_GROUP_EXEMPT_NUM","F9_00_EXEMPT_STAT_4947A1_X","F9_00_EXEMPT_STAT_501C_X","F9_00_EXEMPT_STAT_501C3_X","F9_00_EXEMPT_STAT_527_X","F9_00_ORG_WEBSITE","F9_00_TYPE_ORG_ASSOC_X","F9_00_TYPE_ORG_CORP_X","F9_00_TYPE_ORG_OTH_DESC","F9_00_TYPE_ORG_OTH_X","F9_00_TYPE_ORG_TRUST_X","F9_00_YEAR_FORMATION","F9_00_LEGAL_DMCL_CNTR","F9_00_LEGAL_DMCL_STATE","EIN2"
201631329349303468,"https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2014,"CONW",2016-08-17 19:52:53,2016-05-11 20:06:47,,2014-07-01,2015-06-30,,,,,"CONWAY",,,"332 S DEERFIELD ROAD PO BOX 179",,"MA","013410179",,,4133694044,"CONWAY",,"332 SOUTH DEERFIELD ROAD",,"MA","013410179",,,"PAUL HELLMUND",1011281,"0",,,,,"X",,"WWW.CSLD.EDU",,"X",,,,1976,,"MA","EIN-04-2596491"
201632239349301008,"https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0",42104310,"HOLYOKE VISITING NURSE ASSOCIATION INC",,"990",2014,"HOLY",2016-12-15 16:53:06,2016-08-10 15:09:53,,2014-10-01,2015-09-30,"X",,,,"HOLYOKE",,,"10 HOSPITAL DRIVE NO 201",,"MA","01040",,,4135345691,"HOLYOKE",,"10 HOSPITAL DRIVE NO 201",,"MA","01040",,,"PAULA BOSS",6024362,"0",,,,,"X",,"WWW.HOLYOKEVNA.ORG",,"X",,,,1905,,"MA","EIN-04-2104310"
201503559349300490,"https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0",42592472,"CAPE COD ACADEMY",,"990",2014,"CAPE",2016-03-07 17:11:31,2015-12-21 20:01:16,,2014-07-01,2015-06-30,,,,,"OSTERVILLE",,,"50 OSTERVILLE WEST BARNSTABLE RD",,"MA","02655",,,5084285400,"OSTERVILLE",,"50 OSTERVILLE W BARNSTABLE RD",,"MA","02655",,,"MR JAMES T HOECK",10424997,"0",,,,,"X",,"WWWW.CAPECODACADEMY.ORG",,"X",,,,1976,,"MA","EIN-04-2592472"
201610639349300106,"https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0",42259692,"SOUTH SHORE ART CENTER INC",,"990",2014,"SOUT",2016-08-17 19:52:53,2016-03-03 15:54:03,,2014-09-01,2015-08-31,,,,,"COHASSET",,,"119 RIPLEY RD",,"MA","02025",,,7813832787,"COHASSET",,"119 RIPLEY RD",,"MA","02025",,,"EDWARD GENTRY JR",1182237,"0",,,,,"X",,"WWW.SSAC.ORG",,"X",,,,1958,,"MA","EIN-04-2259692"
201542169349300224,"https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC",,"990",2014,"DOUG",2016-04-25 22:37:26,2015-08-04 14:52:58,,2014-01-01,2014-12-31,,,,,"NEWTON",,,"C/O BLOUIN CO2020 COMMONWEALTH AVE",,"MA","02466",,,6173324040,"NEWTON",,"C/O BLOUIN CO2020 COMMONWEALTH AVE",,"MA","02466",,,"DAVID R BLOUIN CPA",1969733,"0",,,,,"X",,"WWW.FLUTIEFOUNDATION.ORG","X","X",,,,2000,,"MA","EIN-04-3543134"
201502239349301300,"https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2014,"PORT",2016-02-25 16:41:14,2015-08-11 15:29:13,,2014-01-01,2014-12-31,,,,,"PORTSMOUTH",,,"PO BOX 728",,"NH","03802",,,6035368433,"PORTSMOUTH",,"PO BOX 728",,"NH","03802",,,"TIM DRISCOLL",609497,"0",,,,,"X",,"WWW.PORTSMOUTHHISTORY.ORG","X",,,,,1917,,"NH","EIN-02-0240383"
201541319349201279,"https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2014,"RESO",2016-02-25 16:41:14,2015-05-11 16:40:08,,2014-01-01,2014-12-31,,,,,"WALTHAM",,,"395 TOTTEN POND ROAD NO 403",,"MA","02451",,,7818902250,,,,,,,,,,180598,,,,,,"X",,"WWW.RESOLVENEWENGLAND.ORG",,"X",,,,,,,"EIN-04-3266589"
201501529349300625,"https://s3.amazonaws.com/irs-form-990/201501529349300625_public.xml","2014v5.0",50258941,"BETHANY HOME OF RI INC",,"990",2014,"BETH",2016-02-25 16:41:14,2015-06-01 18:17:15,,2014-01-01,2014-12-31,,,,,"PROVIDENCE",,,"111 SOUTH ANGELL STREET",,"RI","02906",,,4018312870,"PROVIDENCE",,"111 SOUTH ANGELL STREET",,"RI","02906",,,"ELIZABETH SARRO",5440521,"0",,,,,"X",,"WWW.BETHANYHOMEOFRI.ORG",,"X",,,,1892,,"RI","EIN-05-0258941"
201601329349301715,"https://s3.amazonaws.com/irs-form-990/201601329349301715_public.xml","2014v6.0",30179298,"President and Fellows of Middlebury College",,"990",2014,"PRES",2016-08-17 19:52:53,2016-05-11 15:09:40,,2014-07-01,2015-06-30,,,,,"Middlebury",,,"Controllers Office No 102",,"VT","05753",,,8024435699,"Middlebury",,"Old Chapel Road",,"VT","05753",,,"Ronald D Liebowitz",524361703,"0",,,,,"X",,"http://www.middlebury.edu",,"X",,,,1800,,"VT","EIN-03-0179298"
201610749349300431,"https://s3.amazonaws.com/irs-form-990/201610749349300431_public.xml","2014v6.0",60840436,"BENHAVEN INC",,"990",2014,"BENH",2016-08-17 19:52:53,2016-03-14 18:50:18,,2014-07-01,2015-06-30,,,,,"EAST HAVEN",,,"187 HALF MILE ROAD",,"CT","06473",,,2032396425,"EAST HAVEN",,"187 HALF MILE ROAD",,"CT","06473",,,"LARRY WOOD",17604319,"0",,,,,"X",,"WWW.BENHAVEN.ORG",,"X",,,,1967,,"CT","EIN-06-0840436"
