"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_08_INFO_SCHED_O_X","F9_08_REV_CONTR_FED_CAMP","F9_08_REV_CONTR_MEMBSHIP_DUE","F9_08_REV_CONTR_FUNDR_EVNT","F9_08_REV_CONTR_RLTD_ORG","F9_08_REV_CONTR_GOVT_GRANT","F9_08_REV_CONTR_OTH","F9_08_REV_CONTR_NONCSH","F9_08_REV_CONTR_TOT","F9_08_REV_PROG_OTH_TOT","F9_08_REV_PROG_OTH_RLTD","F9_08_REV_PROG_OTH_UBIZ","F9_08_REV_PROG_OTH_EXCL","F9_08_REV_PROG_TOT_TOT","F9_08_REV_OTH_INVEST_INCOME_TOT","F9_08_REV_OTH_INVEST_INCOME_RLTD","F9_08_REV_OTH_INVEST_INCOME_UBIZ","F9_08_REV_OTH_INVEST_INCOME_EXCL","F9_08_REV_OTH_INVEST_BOND_TOT","F9_08_REV_OTH_INVEST_BOND_RLTD","F9_08_REV_OTH_INVEST_BOND_UBIZ","F9_08_REV_OTH_INVEST_BOND_EXCL","F9_08_REV_OTH_ROY_TOT","F9_08_REV_OTH_ROY_RLTD","F9_08_REV_OTH_ROY_UBIZ","F9_08_REV_OTH_ROY_EXCL","F9_08_REV_OTH_RENT_GRO_REAL","F9_08_REV_OTH_RENT_GRO_PERS","F9_08_REV_OTH_RENT_LESS_EXP_REAL","F9_08_REV_OTH_RENT_LESS_EXP_PERS","F9_08_REV_OTH_RENT_INCOME_REAL","F9_08_REV_OTH_RENT_INCOME_PERS","F9_08_REV_OTH_RENT_NET_TOT","F9_08_REV_OTH_RENT_NET_RLTD","F9_08_REV_OTH_RENT_NET_UBIZ","F9_08_REV_OTH_RENT_NET_EXCL","F9_08_REV_OTH_SALE_ASSET_SEC","F9_08_REV_OTH_SALE_ASSET_OTH","F9_08_REV_OTH_SALE_ASSET","F9_08_REV_OTH_SALE_LESS_COST_SEC","F9_08_REV_OTH_SALE_LESS_COST_OTH","F9_08_REV_OTH_SALE_LESS_COST","F9_08_REV_OTH_SALE_GAIN_SEC","F9_08_REV_OTH_SALE_GAIN_OTH","F9_08_REV_OTH_SALE_GAIN_NET_TOT","F9_08_REV_OTH_SALE_GAIN_NET_RLTD","F9_08_REV_OTH_SALE_GAIN_NET_UBIZ","F9_08_REV_OTH_SALE_GAIN_NET_EXCL","F9_08_REV_OTH_FUNDR_EVNT_0","F9_08_REV_OTH_FUNDR_EVNT_1","F9_08_REV_OTH_FUNDR_DIRECT_EXP","F9_08_REV_OTH_EVNT_DIRECT_EXP","F9_08_REV_OTH_EVNT_NET_TOT","F9_08_REV_OTH_FUNDR_NET_TOT","F9_08_REV_OTH_FUNDR_NET_RLTD","F9_08_REV_OTH_FUNDR_NET_UBIZ","F9_08_REV_OTH_FUNDR_NET_EXCL","F9_08_REV_OTH_GAMING","F9_08_REV_OTH_GAMING_DIRECT_EXP","F9_08_REV_OTH_GAMING_NET_TOT","F9_08_REV_OTH_GAMING_NET_RLTD","F9_08_REV_OTH_GAMING_NET_UBIZ","F9_08_REV_OTH_GAMING_NET_EXCL","F9_08_REV_OTH_INV_GRO_SALE","F9_08_REV_OTH_INV_COST_GOODS","F9_08_REV_OTH_INV_NET_TOT","F9_08_REV_OTH_INV_NET_RLTD","F9_08_REV_OTH_INV_NET_UBIZ","F9_08_REV_OTH_INV_NET_EXCL","F9_08_REV_MISC_OTH_TOT","F9_08_REV_MISC_OTH_RLTD","F9_08_REV_MISC_OTH_UBIZ","F9_08_REV_MISC_OTH_EXCL","F9_08_REV_MISC_TOT_TOT","F9_08_REV_TOT_TOT","F9_08_REV_TOT_RLTD","F9_08_REV_TOT_UBIZ","F9_08_REV_TOT_EXCL","EIN2"
201631329349303468,"https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0",42596491,"CONWAY SCHOOL OF LANDSCAPE DESIGN INC",,"990",2014,,,,,,,366581,,366581,,,,,636187,8408,,,8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,1011281,636187,0,8513,"EIN-04-2596491"
201632239349301008,"https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0",42104310,"HOLYOKE VISITING NURSE ASSOCIATION INC",,"990",2014,,1693,,,,,16889,,18582,,,,,5974229,31551,,,31551,,,,,,,,,,,,,,,,,,,,,,24915,,,-24915,,-24915,,,-24915,,,,,,,,,,,,,,,,,,,,,,,,,,,5999447,5974229,0,6636,"EIN-04-2104310"
201503559349300490,"https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0",42592472,"CAPE COD ACADEMY",,"990",2014,,,,32735,,,628077,648406,660812,,,,,6269882,39757,,,39757,,,,,,,,,,,,,,,,,,,3311402,11790,,2761436,30779,,549966,-18989,530977,,,530977,32735,54320,22309,,,32011,,,32011,,,,,,,,,,,,,681,681,,,77034,7610473,6285697,0,663964,"EIN-04-2592472"
201610639349300106,"https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0",42259692,"SOUTH SHORE ART CENTER INC",,"990",2014,,,112980,196041,,,419230,2033,728251,5719,5719,,,304963,3947,,,3947,,,,,,,,,,,,,,,,,,,19186,,,21429,,,-2243,,-2243,,,-2243,196041,125890,204700,,,-78810,,,-78810,,,,,,,,,,,,,,,,,,956108,304963,0,-77106,"EIN-04-2259692"
201542169349300224,"https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0",43543134,"THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC",,"990",2014,,,,502126,,,305816,38034,807942,,,,,,65920,,,65920,,,,,,,,,,,,,,,,,,,897400,,,785020,,,112380,,112380,,,112380,502126,198471,198471,,,0,,,,,,,,,,,,,,,,,,,,,986242,0,0,178300,"EIN-04-3543134"
201502239349301300,"https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0",20240383,"PORTSMOUTH HISTORICAL SOCIETY",,"990",2014,,,26477,,,,343041,28000,369518,,,,,108183,264,,,264,,,,,,,,,60331,,0,,60331,,60331,,,60331,,,,,,,,,,,,,,16384,4469,,,11915,,,11915,,,,,,,54817,10845,43972,43972,,,,,,,,594183,152155,0,72510,"EIN-02-0240383"
201541319349201279,"https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0",43266589,"RESOLVE OF THE BAY STATE INC",,"990EZ",2014,,,11930,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,"EIN-04-3266589"
201501529349300625,"https://s3.amazonaws.com/irs-form-990/201501529349300625_public.xml","2014v5.0",50258941,"BETHANY HOME OF RI INC",,"990",2014,,,,,,,254924,,254924,,,,,4711283,3197,,,3197,,,,,,,,,20392,,32067,,-11675,,-11675,-11675,,,32674,410898,,32604,414990,,70,-4092,-4022,,,-4022,,,,,,,,,,,,,,,,,,,,,,,,,,7153,4960860,4699608,0,6328,"EIN-05-0258941"
201601329349301715,"https://s3.amazonaws.com/irs-form-990/201601329349301715_public.xml","2014v6.0",30179298,"President and Fellows of Middlebury College",,"990",2014,,,,,,3444613,45751228,7102604,49195841,11945450,11945450,,,216466328,51259243,,-1079793,52339036,,,,,24222,,,24222,,,,,,,,,,,207305000,,,149808000,,,57497000,,57497000,,2759879,54737121,,,,,,,,,,,,,,,,,,,,,,,,,,111069,374553703,215971434,2286049,107100379,"EIN-03-0179298"
201610749349300431,"https://s3.amazonaws.com/irs-form-990/201610749349300431_public.xml","2014v6.0",60840436,"BENHAVEN INC",,"990",2014,,,,,,,15715,,15715,,,,,17067260,33980,,,33980,,,,,,,,,,,,,,,,,,,,487364,,,27741,,,459623,459623,,,459623,,,,,,,,,,,,,,,,,,,,,,,,,,,17576578,17067260,0,493603,"EIN-06-0840436"
